,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.5587283372879028,1.7478679418563843,0.8528097867965698,0.6672467589378357,0.0010000000474974513
1,0.7443346977233887,1.0309059619903564,0.8394075036048889,0.5760965347290039,0.0010000000474974513
2,0.7866688966751099,0.8599678874015808,0.8121325969696045,0.5746941566467285,0.0010000000474974513
3,0.8104507327079773,0.776042103767395,0.8718551397323608,0.5056872367858887,0.0010000000474974513
4,0.83170086145401,0.7034853100776672,0.9005407691001892,0.4577943682670593,0.0010000000474974513
5,0.8366813063621521,0.6837102174758911,0.8678579926490784,0.463849812746048,0.0010000000474974513
6,0.8388810753822327,0.653562068939209,0.8756172060966492,0.4761367738246918,0.0010000000474974513
7,0.8443595767021179,0.6376622319221497,0.8570420742034912,0.4928490221500397,0.0010000000474974513
8,0.8496721386909485,0.6052302122116089,0.8812602758407593,0.4425141513347626,0.0010000000474974513
9,0.8539055585861206,0.5857200622558594,0.8749118447303772,0.4753633141517639,0.0010000000474974513
10,0.8563127517700195,0.5897400975227356,0.82671058177948,0.5208068490028381,0.0010000000474974513
11,0.8580559492111206,0.5829731822013855,0.8189513087272644,0.5634551048278809,0.0010000000474974513
12,0.8615837693214417,0.5551962852478027,0.8777333498001099,0.44561564922332764,0.0010000000474974513
13,0.8691375255584717,0.5194621682167053,0.8111920952796936,0.5537812113761902,0.0005000000237487257
14,0.8710052371025085,0.5200151801109314,0.8727957010269165,0.4659916162490845,0.0005000000237487257
15,0.8731634616851807,0.5085968375205994,0.8591582179069519,0.466582715511322,0.0005000000237487257
16,0.875944197177887,0.5029209852218628,0.8600987792015076,0.47319695353507996,0.0005000000237487257
17,0.8753216862678528,0.505527138710022,0.8057841658592224,0.569729208946228,0.0005000000237487257
18,0.8751141428947449,0.5053461194038391,0.8753820657730103,0.46072113513946533,0.0005000000237487257
19,0.8733709454536438,0.5075031518936157,0.8182459473609924,0.5351940393447876,0.0005000000237487257
20,0.8772308230400085,0.4845845103263855,0.7935574650764465,0.6159276962280273,0.0005000000237487257
21,0.8807172179222107,0.47591397166252136,0.8133082389831543,0.540915310382843,0.0002500000118743628
22,0.8805511593818665,0.4810977280139923,0.8497531414031982,0.46439480781555176,0.0002500000118743628
23,0.8825018405914307,0.47287535667419434,0.8182459473609924,0.539338231086731,0.0002500000118743628
24,0.8827924132347107,0.46595290303230286,0.8158946633338928,0.5321491360664368,0.0002500000118743628
25,0.8817548155784607,0.4713752567768097,0.8304725885391235,0.4947216212749481,0.0002500000118743628
26,0.8874823451042175,0.4415082633495331,0.8168351650238037,0.5496775507926941,0.0002500000118743628
27,0.8875653743743896,0.4482835829257965,0.814013659954071,0.5640365481376648,0.0002500000118743628
28,0.8846185803413391,0.4596465826034546,0.8161298036575317,0.5515392422676086,0.0002500000118743628
29,0.8842865228652954,0.45001494884490967,0.8278862237930298,0.5172361731529236,0.0001250000059371814
